ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	INFERRED_CLASS
56126	53_ass	Ass	WAR	WAR	kàddà	kàddà	k a d̪ d̪ a	warj1242		25.1154	91.6266		1 7 1 1 7	AXMBZ	KATTA	25	25.K.C 25.A.V 25.T.c 25.T.C 25.A.V	2.0 1.5 1.1 1.75 0.8	kad̪d̪a	0	12	Ass:12
56127	53_ass	Ass	SAVARA	SAVARA	pekui	pekui	p e k u i	sora1254		19.1213	84.19		1 7 1 7 7	AXBYZ	PEKYI	18	18.P.C 18.E.V 18.K.C 18.Y.V 18.I.V	2.0 1.5 1.75 1.3 0.8	pekui	0	14	Ass:14
56136	53_ass	Ass	VIETNAMESE	VIETNAMESE	˧ kon ˨˩ lüà	˧ kon ˨˩ lüà	³ + k o n̪ + ²¹ + l y a	viet1252		20.681188	105.774071		8 9 1 7 4 9 8 9 5 7 7	T_AXN_T_AXZ	6_KUN_3_LYA	23	23.6.T 23._._ 23.K.C 23.U.V 23.N.c 23._._ 23.3.T 23._._ 23.L.C 23.Y.V 23.A.V	1.0 0.0 1.6 3.0 0.5 0.0 1.0 0.0 1.6 3.0 0.7	³+kon̪+²¹+lya	0	16	Ass:16
51832	37_back	Back	KHMER	KHMER	k’nàṅ	k’nàṅ	kʱ n̪ a ŋ	cent1989		12.0515	105.015		1 4 7 4	ACXN	KNAN	12	12.K.C 12.N.C 12.A.V 12.N.c	2.0 1.5 1.5 0.8	kʱn̪aŋ	0	18	Back:18
51833	37_back	Back	TALAINGWRITTEN	TALAING_WRITTEN	chaḥ	chaḥ	tʃ ʌ h	monn1252		15.49394	98.122465		1 7 3	AXN	TEH	22	22.T.C 22.E.V 22.H.c	2.0 1.5 0.8	tʃʌh	0	21	Back:21
51835	37_back	Back	SAKAI	SAKAI	chᵉlōᵗ	chᵉlōᵗ	tʃ ĕ l oː t̪̚	seno1278					1 7 5 7 1	AXBYN	TELUT	17	17.T.C 17.E.V 17.L.C 17.U.V 17.T.c	2.0 1.5 1.75 1.3 0.8	tʃĕloːt̪̚	0	24	Back:24
51836	37_back	Back	SEMANG	SEMANG	krå’	krå’	k r ɔ	nort2682					1 5 7	ACX	KRU	19	19.K.C 19.R.C 19.U.V	2.0 1.5 1.5	krɔ	0	18	Back:18
51837	37_back	Back	SEMANG	SEMANG	kiå’	kiå’	k i ɔ	nort2682					1 7 7	AXZ	KIU	19	19.K.C 19.I.V 19.U.V	2.0 1.5 0.8	kiɔ	0	28	Back:28
51838	37_back	Back	PALAUNG	PALAUNG	kråṅ	kråṅ	k r ɔ ŋ	ruma1248		23.6404	97.3172		1 5 7 4	ACXN	KRUN	16	16.K.C 16.R.C 16.U.V 16.N.c	2.0 1.5 1.5 0.8	krɔŋ	0	18	Back:18
51840	37_back	Back	DARANG	DARANG	sààn-ke	sààn-ke	s a a n̪ + k e	ruch1235		21.6176	98.0915		3 7 7 4 9 1 7	AXYN_AX	SAAN_KE	4	4.S.C 4.A.V 4.A.V 4.N.c 4._._ 4.K.C 4.E.V	2.0 1.5 1.3 0.8 0.0 2.0 1.5	saan̪+ke	0	19	Back:19
51841	37_back	Back	DANAO	DANAO	kro θ’-kyen	kro θ’-kyen	k r o + θ + kʲ e n̪	dana1252		20.4957	96.998		1 5 7 9 3 9 1 7 4	ACX_A_AXN	KRU_D_KEN	3	3.K.C 3.R.C 3.U.V 3._._ 3.D.C 3._._ 3.K.C 3.E.V 3.N.c	2.0 1.5 1.5 0.0 2.0 0.0 2.0 1.5 0.8	kro+θ+kʲen̪	0	18	Back:18
51842	37_back	Back	KHASISTANDARD	KHASI_STANDARD	iṅdoṅ	iṅdoṅ	i ŋ d̪ o ŋ	khas1269		24.977	91.9998		7 4 1 7 4	XMBYN	INTUN	10	10.I.V 10.N.c 10.T.C 10.U.V 10.N.c	1.5 1.1 1.75 1.3 0.8	iŋd̪oŋ	0	20	Back:20
51843	37_back	Back	WAR	WAR	tümpoṅ	tümpoṅ	t̪ y m p o ŋ	warj1242		25.1154	91.6266		1 7 4 1 7 4	AXMBYN	TYMPUN	25	25.T.C 25.Y.V 25.M.c 25.P.C 25.U.V 25.N.c	2.0 1.5 1.1 1.75 1.3 0.8	t̪ympoŋ	0	26	Back:26
51844	37_back	Back	NICOBARESE	NICOBARESE	ok	ok	o k	cent1990		7.94812	93.3921		7 1	XN	UK	15	15.U.V 15.K.c	1.5 0.8	ok	0	23	Back:23
51845	37_back	Back	KHERWARISANTHALI	KHERWARI_SANTHALI	dēā	dēā	d̪ eː ʌː	sant1410		25.0317	87.8185		1 7 7	AXZ	TEE	11	11.T.C 11.E.V 11.E.V	2.0 1.5 0.8	d̪eːʌː	0	21	Back:21
51846	37_back	Back	MUNDARI	MUNDARI	dea	dea	d̪ e ʌ	mund1320		23.03	85.85		1 7 7	AXZ	TEE	14	14.T.C 14.E.V 14.E.V	2.0 1.5 0.8	d̪eʌ	0	21	Back:21
51847	37_back	Back	MUNDARI	MUNDARI	då̃yā	då̃yā	d̪ ɔ j ʌː	mund1320		23.03	85.85		1 7 6 7	AXBZ	TUJE	14	14.T.C 14.U.V 14.J.C 14.E.V	2.0 1.5 1.75 0.8	d̪ɔjʌː	0	21	Back:21
51848	37_back	Back	KURKU	KURKU	b’aurī	b’aurī	bʱ au r iː	kork1243		21.8358	77.5541		1 7 5 7	AXBZ	PARI	13	13.P.C 13.A.V 13.R.C 13.I.V	2.0 1.5 1.75 0.8	bʱauriː	0	22	Back:22
51849	37_back	Back	KHARIA	KHARIA	kuṇḍaᵖ	kuṇḍaᵖ	k u ɳ ɖ ʌ p̚	khar1287		22.3571	84.3922		1 7 4 1 7 1	AXMBYN	KYNTEP	9	9.K.C 9.Y.V 9.N.c 9.T.C 9.E.V 9.P.c	2.0 1.5 1.1 1.75 1.3 0.8	kuɳɖʌp̚	0	20	Back:20
51850	37_back	Back	JUANG	JUANG	kīnāp	kīnāp	k iː n̪ ʌː p	juan1238		21.2606	85.5845		1 7 4 7 1	AXBYN	KINEP	7	7.K.C 7.I.V 7.N.C 7.E.V 7.P.c	2.0 1.5 1.75 1.3 0.8	kiːn̪ʌːp	0	20	Back:20
51851	37_back	Back	SAVARA	SAVARA	kiṇḍoṅ	kiṇḍoṅ	k i ɳ ɖ o ŋ	sora1254		19.1213	84.19		1 7 4 1 7 4	AXMBYN	KINTUN	18	18.K.C 18.I.V 18.N.c 18.T.C 18.U.V 18.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kiɳɖoŋ	0	20	Back:20
51852	37_back	Back	GADABA	GADABA	gīiḍāṅg	gīiḍāṅg	g iː i ɖ ʌː ŋ g	bodo1267		18.3857	82.771		1 7 7 1 7 4 1	AXYBYLN	KIITENK	6	6.K.C 6.I.V 6.I.V 6.T.C 6.E.V 6.N.c 6.K.c	2.0 1.5 1.3 1.75 1.3 1.1 0.8	giːiɖʌːŋg	0	20	Back:20
51853	37_back	Back	GADABA	GADABA	hāḍumnī	hāḍumnī	h ʌː ɖ u m n̪ iː	bodo1267		18.3857	82.771		3 7 1 7 4 4 7	AXBYMBZ	HETYMNI	6	6.H.C 6.E.V 6.T.C 6.Y.V 6.M.c 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	hʌːɖumn̪iː	0	27	Back:27
51864	37_back	Back	VIETNAMESE	VIETNAMESE	˧ lüṅ	˧ lüṅ	³ + l y ŋ	viet1252		20.681188	105.774071		8 9 5 7 4	T_AXN	6_LYN	23	23.6.T 23._._ 23.L.C 23.Y.V 23.N.c	1.0 0.0 1.6 3.0 0.5	³+lyŋ	0	25	Back:25
35816	138_beat	Beat	KHMER	KHMER	veai chǒ	veai chǒ	ʋ e ai + tʃ ɒ	cent1989		12.0515	105.015		6 7 7 9 1 7	AXZ_AX	WEA_TO	12	12.W.C 12.E.V 12.A.V 12._._ 12.T.C 12.O.V	2.0 1.5 0.8 0.0 2.0 1.5	ʋeai+tʃɒ	0	36	Beat:36
35817	138_beat	Beat	TALAINGWRITTEN	TALAING_WRITTEN	tak ra	tak ra	t̪ ʌ k + r ʌ	monn1252		15.49394	98.122465		1 7 1 9 5 7	AXN_AX	TEK_RE	22	22.T.C 22.E.V 22.K.c 22._._ 22.R.C 22.E.V	2.0 1.5 0.8 0.0 2.0 1.5	t̪ʌk+rʌ	0	38	Beat:38
35818	138_beat	Beat	TALAINGWRITTEN	TALAING_WRITTEN	tak ñi	tak ñi	t̪ ʌ k + ɲ i	monn1252		15.49394	98.122465		1 7 1 9 4 7	AXN_AX	TEK_NI	22	22.T.C 22.E.V 22.K.c 22._._ 22.N.C 22.I.V	2.0 1.5 0.8 0.0 2.0 1.5	t̪ʌk+ɲi	0	38	Beat:38
35820	138_beat	Beat	SAKAI	SAKAI	biköh	biköh	b i k ø h	seno1278					1 7 1 7 3	AXBYN	PIKUH	17	17.P.C 17.I.V 17.K.C 17.U.V 17.H.c	2.0 1.5 1.75 1.3 0.8	bikøh	0	33	Beat:33
35821	138_beat	Beat	SAKAI	SAKAI	bikok	bikok	b i k o k	seno1278					1 7 1 7 1	AXBYN	PIKUK	17	17.P.C 17.I.V 17.K.C 17.U.V 17.K.c	2.0 1.5 1.75 1.3 0.8	bikok	0	33	Beat:33
35822	138_beat	Beat	SAKAI	SAKAI	båt	båt	b ɔ t̪	seno1278					1 7 1	AXN	PUT	17	17.P.C 17.U.V 17.T.c	2.0 1.5 0.8	bɔt̪	0	33	Beat:33
35823	138_beat	Beat	SEMANG	SEMANG	tᵉbåh	tᵉbåh	t̪ ĕ b ɔ h	nort2682					1 7 1 7 3	AXBYN	TEPUH	19	19.T.C 19.E.V 19.P.C 19.U.V 19.H.c	2.0 1.5 1.75 1.3 0.8	t̪ĕbɔh	0	33	Beat:33
35824	138_beat	Beat	SEMANG	SEMANG	tàṅkåh	tàṅkåh	t̪ a ŋ k ɔ h	nort2682					1 7 4 1 7 3	AXMBYN	TANKUH	19	19.T.C 19.A.V 19.N.c 19.K.C 19.U.V 19.H.c	2.0 1.5 1.1 1.75 1.3 0.8	t̪aŋkɔh	0	33	Beat:33
35825	138_beat	Beat	PALAUNG	PALAUNG	lạr	lạr	l ø̜ r	ruma1248		23.6404	97.3172		5 7 5	AXN	LUR	16	16.L.C 16.U.V 16.R.c	2.0 1.5 0.8	lø̜r	0	31	Beat:31
35826	138_beat	Beat	PALAUNG	PALAUNG	(slap) tā	tā	t̪ ʌː	ruma1248		23.6404	97.3172		1 7	AX	TE	16	16.T.C 16.E.V	2.0 1.5	t̪ʌː	0	34	Beat:34
35828	138_beat	Beat	DARANG	DARANG	mà	mà	m a	ruch1235		21.6176	98.0915		4 7	AX	MA	4	4.M.C 4.A.V	2.0 1.5	ma	0	32	Beat:32
35829	138_beat	Beat	WA	WA	mün	mün	m y n̪	nucl1290		23.1024	99.108		4 7 4	AXN	MYN	24	24.M.C 24.Y.V 24.N.c	2.0 1.5 0.8	myn̪	0	32	Beat:32
35830	138_beat	Beat	SON	SON	lwe	lwe	l w e	sonn1238					5 6 7	ACX	LWE	20	20.L.C 20.W.C 20.E.V	2.0 1.5 1.5	lwe	0	37	Beat:37
35831	138_beat	Beat	EN	EN	min	min	m i n̪	ennn1242					4 7 4	AXN	MIN	5	5.M.C 5.I.V 5.N.c	2.0 1.5 0.8	min̪	0	32	Beat:32
35832	138_beat	Beat	TAILOI	TAI_LOI	pu	pu	p u	tail1246		21.4293	100.985		1 7	AX	PY	21	21.P.C 21.Y.V	2.0 1.5	pu	0	33	Beat:33
35833	138_beat	Beat	AMOK	A_MOK	klok-en	klok-en	k l o k + e n̪	mokk1243		18.9117	99.5821		1 5 7 1 9 7 4	ACXN_XN	KLUK_EN	1	1.K.C 1.L.C 1.U.V 1.K.c 1._._ 1.E.V 1.N.c	2.0 1.5 1.5 0.8 0.0 1.5 0.8	klok+en̪	0	29	Beat:29
35834	138_beat	Beat	ANGKU	ANG_KU	wup	wup	w u p	huuu1240		22.0163	100.881		6 7 1	AXN	WYP	2	2.W.C 2.Y.V 2.P.c	2.0 1.5 0.8	wup	0	30	Beat:30
35836	138_beat	Beat	DANAO	DANAO	löṅ	löṅ	l ø ŋ	dana1252		20.4957	96.998		5 7 4	AXN	LUN	3	3.L.C 3.U.V 3.N.c	2.0 1.5 0.8	løŋ	0	31	Beat:31
35837	138_beat	Beat	YINRIANG	YIN_RIANG	nàk	nàk	n̪ a k	rian1261		24.0521	98.8333		4 7 1	AXN	NAK	26	26.N.C 26.A.V 26.K.c	2.0 1.5 0.8	n̪ak	0	33	Beat:33
35838	138_beat	Beat	KHASISTANDARD	KHASI_STANDARD	šo°	šo°	ʃ o +	khas1269		24.977	91.9998		3 7 9	AX_	SU_	10	10.S.C 10.U.V 10._._	2.0 1.5 0.0	ʃo+	0	35	Beat:35
35839	138_beat	Beat	WAR	WAR	sümpàt	sümpàt	s y m p a t̪	warj1242		25.1154	91.6266		3 7 4 1 7 1	AXMBYN	SYMPAT	25	25.S.C 25.Y.V 25.M.c 25.P.C 25.A.V 25.T.c	2.0 1.5 1.1 1.75 1.3 0.8	sympat̪	0	33	Beat:33
35840	138_beat	Beat	WAR	WAR	cho°	cho°	tʃ o +	warj1242		25.1154	91.6266		1 7 9	AX_	TU_	25	25.T.C 25.U.V 25._._	2.0 1.5 0.0	tʃo+	0	34	Beat:34
35841	138_beat	Beat	NICOBARESE	NICOBARESE	orī	orī	o r iː	cent1990		7.94812	93.3921		7 5 7	XBZ	URI	15	15.U.V 15.R.C 15.I.V	1.5 1.75 0.8	oriː	0	31	Beat:31
35842	138_beat	Beat	KHERWARISANTHALI	KHERWARI_SANTHALI	dāl	dāl	d̪ ʌː l	sant1410		25.0317	87.8185		1 7 5	AXN	TEL	11	11.T.C 11.E.V 11.L.c	2.0 1.5 0.8	d̪ʌːl	0	34	Beat:34
35843	138_beat	Beat	MUNDARI	MUNDARI	dāl	dāl	d̪ ʌː l	mund1320		23.03	85.85		1 7 5	AXN	TEL	14	14.T.C 14.E.V 14.L.c	2.0 1.5 0.8	d̪ʌːl	0	34	Beat:34
35844	138_beat	Beat	KURKU	KURKU	mundā	mundā	m u n̪ d̪ ʌː	kork1243		21.8358	77.5541		4 7 4 1 7	AXMBZ	MYNTE	13	13.M.C 13.Y.V 13.N.c 13.T.C 13.E.V	2.0 1.5 1.1 1.75 0.8	mun̪d̪ʌː	0	32	Beat:32
35845	138_beat	Beat	KHARIA	KHARIA	gil	gil	g i l	khar1287		22.3571	84.3922		1 7 5	AXN	KIL	9	9.K.C 9.I.V 9.L.c	2.0 1.5 0.8	gil	0	34	Beat:34
35846	138_beat	Beat	JUANG	JUANG	ab’a	ab’a	ʌ bʱ ʌ	juan1238		21.2606	85.5845		7 1 7	XBZ	EPE	7	7.E.V 7.P.C 7.E.V	1.5 1.75 0.8	ʌbʱʌ	0	33	Beat:33
35847	138_beat	Beat	SAVARA	SAVARA	tiḍ	tiḍ	t̪ i ɖ	sora1254		19.1213	84.19		1 7 1	AXN	TIT	18	18.T.C 18.I.V 18.T.c	2.0 1.5 0.8	t̪iɖ	0	34	Beat:34
35848	138_beat	Beat	GADABA	GADABA	buk	buk	b u k	bodo1267		18.3857	82.771		1 7 1	AXN	PYK	6	6.P.C 6.Y.V 6.K.c	2.0 1.5 0.8	buk	0	33	Beat:33
35860	138_beat	Beat	VIETNAMESE	VIETNAMESE	˦˥ dàñ	˦˥ dàñ	⁴⁵ + d̪ a ɲ	viet1252		20.681188	105.774071		8 9 1 7 4	T_AXN	2_TAN	23	23.2.T 23._._ 23.T.C 23.A.V 23.N.c	1.0 0.0 1.6 3.0 0.5	⁴⁵+d̪aɲ	0	34	Beat:34
21268	109_before	Before	KHMER	KHMER	mun	mun	m u n̪	cent1989		12.0515	105.015		4 7 4	AXN	MYN	12	12.M.C 12.Y.V 12.N.c	2.0 1.5 0.8	mun̪	0	47	Before:47
21269	109_before	Before	TALAINGWRITTEN	TALAING_WRITTEN	gata	gata	g ʌ t̪ ʌ	monn1252		15.49394	98.122465		1 7 1 7	AXBZ	KETE	22	22.K.C 22.E.V 22.T.C 22.E.V	2.0 1.5 1.75 0.8	gʌt̪ʌ	0	44	Before:44
21271	109_before	Before	SAKAI	SAKAI	kui-ṅār	kui-ṅār	k u i + ŋ ʌː r	seno1278					1 7 7 9 4 7 5	AXZ_AXN	KYI_NER	17	17.K.C 17.Y.V 17.I.V 17._._ 17.N.C 17.E.V 17.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kui+ŋʌːr	0	51	Before:51
21272	109_before	Before	SAKAI	SAKAI	kui ‘ntöh	kui ‘ntöh	k u i + n̪ t̪ ø h	seno1278					1 7 7 9 4 1 7 3	AXZ_ACYN	KYI_NTUH	17	17.K.C 17.Y.V 17.I.V 17._._ 17.N.C 17.T.C 17.U.V 17.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.3 0.8	kui+n̪t̪øh	0	51	Before:51
21273	109_before	Before	SEMANG	SEMANG	kàseṅ (?)	kàseṅ	k a s e ŋ	nort2682					1 7 3 7 4	AXBYN	KASEN	19	19.K.C 19.A.V 19.S.C 19.E.V 19.N.c	2.0 1.5 1.75 1.3 0.8	kaseŋ	0	44	Before:44
21274	109_before	Before	SEMANG	SEMANG	chinàh	chinàh	tʃ i n̪ a h	nort2682					1 7 4 7 3	AXBYN	TINAH	19	19.T.C 19.I.V 19.N.C 19.A.V 19.H.c	2.0 1.5 1.75 1.3 0.8	tʃin̪ah	0	47	Before:47
21275	109_before	Before	PALAUNG	PALAUNG	(place) rààᵗ	rààᵗ	r a a t̪̚	ruma1248		23.6404	97.3172		5 7 7 1	AXYN	RAAT	16	16.R.C 16.A.V 16.A.V 16.T.c	2.0 1.5 1.3 0.8	raat̪̚	0	50	Before:50
21276	109_before	Before	PALAUNG	PALAUNG	(time) krǖ-ä̌	krǖ-ä̌	k r yː + ɛ	ruma1248		23.6404	97.3172		1 5 7 9 7	ACX_X	KRY_E	16	16.K.C 16.R.C 16.Y.V 16._._ 16.E.V	2.0 1.5 1.5 0.0 1.5	kryː+ɛ	0	59	Before:59
21277	109_before	Before	PALAUNG	PALAUNG	krä̌	krä̌	k r ɛ	ruma1248		23.6404	97.3172		1 5 7	ACX	KRE	16	16.K.C 16.R.C 16.E.V	2.0 1.5 1.5	krɛ	0	59	Before:59
21278	109_before	Before	PALAUNG	PALAUNG	ai°	ai°	ai +	ruma1248		23.6404	97.3172		7 9	X_	A_	16	16.A.V 16._._	1.5 0.0	ai+	0	60	Before:60
